Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,Response
17459,1012,6,4,16,3,10,30,3,1,2,0,0,0,0,0,45,2442,39,9,0,1
23910,1080,16,12,18,7,1,13,2,0,3,0,0,0,0,0,51,2770,54,41,0,0
42169,1020,19,0,9,0,0,2,1,0,3,0,0,0,0,0,51,2412,28,26,0,0
26224,1039,4,7,15,13,9,15,2,1,3,0,0,0,0,0,42,2549,48,33,0,0
31089,1057,31,3,31,2,8,4,3,0,4,0,0,0,0,0,39,2840,75,71,0,0
30081,1027,36,0,2,0,0,4,1,0,3,0,0,0,0,0,59,2652,38,34,0,0
62807,1083,526,28,135,10,21,99,5,3,12,0,0,0,0,0,60,2826,720,621,0,0
72906,1079,400,32,519,71,75,54,3,4,9,0,0,0,0,0,65,2444,1097,1043,0,0
61467,1069,410,16,114,0,5,49,5,2,10,0,0,0,0,0,72,2726,545,496,0,0
49618,1077,80,3,26,4,2,14,3,1,3,0,0,0,0,0,54,2678,115,101,0,0
21888,1015,88,10,46,2,3,64,5,1,2,0,0,0,0,0,34,2706,149,85,0,1
42429,1099,55,0,6,2,0,4,1,1,3,0,0,0,0,0,47,2297,63,59,0,0
26150,1061,5,1,13,3,5,1,1,0,3,0,0,0,0,0,64,2634,27,26,0,0
30801,1023,8,4,5,15,2,11,1,0,3,0,0,0,0,0,45,2770,34,23,0,0
81168,1084,410,0,592,147,22,22,6,4,7,0,0,0,1,0,55,2212,1171,1149,1,0
26877,1074,101,13,76,20,18,40,3,1,6,0,0,0,0,0,51,2473,228,188,0,0
45006,1090,162,25,53,16,0,10,3,1,7,0,0,0,0,0,76,2505,256,246,0,0
18978,1041,2,8,1,4,7,15,1,0,3,0,0,0,0,0,47,2724,22,7,0,0
22574,1028,25,0,8,2,0,2,2,0,3,0,0,0,0,0,53,2403,35,33,0,0
48240,1073,389,91,248,64,49,41,6,3,13,0,0,0,0,0,51,2756,841,800,0,1
45837,1088,215,13,87,17,17,24,6,2,5,0,0,0,0,0,46,2497,349,325,0,0
35791,1094,27,0,5,0,0,3,1,0,3,0,0,0,0,0,55,2578,32,29,0,0
54162,1031,5,6,10,6,5,10,1,0,3,0,0,0,0,0,42,2627,32,22,0,0
30522,1006,179,8,83,19,11,26,1,2,9,0,0,0,0,0,60,2840,300,274,0,0
54456,1023,352,0,27,10,0,15,6,1,7,0,0,0,0,0,59,2512,389,374,0,0
31632,1092,17,8,12,11,15,32,2,1,2,0,0,0,0,0,49,2509,63,31,0,0
72298,1052,625,35,169,58,17,35,4,3,6,0,1,1,0,0,71,2270,904,869,2,0
36975,1050,10,6,11,0,4,2,1,0,3,0,0,0,0,0,42,2342,31,29,0,0
72635,1054,390,22,323,104,35,107,6,8,6,0,0,0,1,0,65,2550,874,767,1,0
13624,1093,10,2,15,2,1,6,2,0,3,0,0,0,0,0,44,2684,30,24,0,0
84196,1056,215,63,507,231,31,190,8,4,7,0,0,0,0,0,45,2550,1047,857,0,0
70971,1028,1001,17,572,93,125,17,11,11,5,0,0,0,0,0,60,2805,1808,1791,0,1
34487,1094,19,18,33,24,1,8,3,0,3,0,0,0,0,0,43,2820,95,87,0,0
28769,1076,41,5,129,10,3,3,4,1,4,0,0,0,0,0,43,2717,188,185,0,0
69084,1043,1181,107,199,39,30,30,7,3,13,0,0,0,0,0,50,2381,1556,1526,0,0
65488,1046,603,45,207,36,18,54,3,4,6,0,0,0,0,0,62,2175,909,855,0,0
62466,1013,129,129,259,168,121,83,6,3,12,0,0,0,0,0,50,2324,806,723,0,0
32218,1027,10,24,15,13,1,30,2,1,3,1,0,0,0,0,60,2293,63,33,1,1
83917,1012,514,22,732,42,198,79,6,7,7,0,0,0,0,0,47,2596,1508,1429,0,1
46102,1003,14,0,1,0,0,1,1,0,2,0,0,0,0,0,58,2270,15,14,0,0
84574,1072,387,20,713,38,54,163,9,11,11,0,0,0,0,0,68,2549,1212,1049,0,0
56181,1006,121,103,69,8,44,48,4,2,7,0,0,0,0,0,58,2696,345,297,0,0
63120,1053,965,69,279,54,41,69,8,4,9,0,0,0,0,0,70,2798,1408,1339,0,1
73691,1058,707,21,250,85,43,73,6,2,8,1,0,0,0,0,49,2394,1106,1033,1,0
63381,1078,571,50,142,33,50,159,4,5,13,0,0,0,0,0,60,2791,846,687,0,0
76140,1057,586,66,653,17,0,26,5,9,6,0,0,0,0,0,72,2206,1322,1296,0,0
62859,1037,1063,89,102,16,12,25,9,4,6,0,0,0,0,0,61,2705,1282,1257,0,0
45906,1020,305,3,27,4,3,144,5,4,4,1,0,0,0,0,56,2577,342,198,1,0
77632,1073,1200,105,758,0,42,147,4,2,6,0,1,1,0,0,73,2635,2105,1958,2,1
46463,1056,163,2,40,8,11,11,3,1,6,0,0,0,0,0,49,2474,224,213,0,0
105471,1036,1009,181,104,202,21,207,9,8,13,0,0,1,1,0,50,2683,1517,1310,2,1
55282,1009,125,6,73,8,4,19,3,1,6,0,0,0,0,0,50,2357,216,197,0,0
78710,1042,721,0,152,119,50,50,7,6,12,0,0,0,0,0,43,2196,1042,992,0,0
66886,1028,315,4,62,41,31,146,7,1,7,0,0,0,0,0,62,2445,453,307,0,0
98777,1023,1000,19,711,125,115,38,4,6,9,0,1,0,0,0,60,2291,1970,1932,1,0
29103,1038,16,0,17,6,3,6,1,0,3,0,0,0,0,0,35,2830,42,36,0,0
67445,1063,757,80,217,29,80,11,9,6,12,0,0,0,0,0,46,2845,1163,1152,0,0
50616,1071,30,2,25,0,1,9,1,1,4,0,0,0,0,0,70,2236,58,49,0,0
49431,1009,219,3,100,26,0,17,7,1,5,0,0,0,0,0,65,2854,348,331,0,0
61278,1087,111,3,28,2,6,15,3,1,4,0,0,0,0,0,67,2335,150,135,0,0
26490,1092,45,47,52,21,20,25,3,1,5,0,0,0,0,0,62,2804,185,160,0,0
73059,1036,410,112,420,0,82,71,9,3,13,0,0,0,0,0,73,2461,1024,953,0,0
46734,1086,100,1,39,6,1,76,3,2,3,1,0,0,0,0,54,2410,147,71,1,0
56253,1083,509,0,65,7,11,5,7,2,9,0,0,0,0,0,57,2728,592,587,0,0
19986,1074,3,6,5,0,2,6,0,0,3,0,0,0,0,0,35,2386,16,10,0,0
58330,1087,445,53,213,104,98,151,6,4,13,0,0,0,0,0,45,2345,913,762,0,0
25965,1029,2,2,11,41,7,11,2,0,3,0,0,0,0,0,40,2819,63,52,0,0
14661,1088,4,1,11,6,2,2,1,0,3,0,0,0,0,0,64,2703,24,22,0,0
18690,1077,6,1,7,23,4,19,1,1,2,0,0,0,0,0,61,2707,41,22,0,0
45068,1025,14,0,3,0,0,3,1,0,2,0,0,0,0,0,46,2568,17,14,0,0
21063,1034,1,10,11,19,3,15,2,0,3,0,0,0,0,0,33,2436,44,29,0,0
29187,1043,26,0,6,0,0,2,1,0,3,0,0,0,0,0,52,2575,32,30,0,0
54690,1076,111,16,37,7,9,18,3,1,5,0,0,0,0,0,49,2393,180,162,0,0
59304,1081,418,61,428,80,51,10,7,8,10,0,0,0,0,0,56,2494,1038,1028,0,0
59247,1087,327,9,122,19,14,83,5,2,9,0,0,0,0,0,58,2392,491,408,0,0
66731,1033,371,159,194,58,106,141,4,3,6,0,0,0,0,0,50,2814,888,747,0,0
77353,1038,275,59,107,69,101,59,6,4,8,0,0,0,0,0,40,2354,611,552,0,0
52614,1063,789,0,142,12,9,38,2,4,8,0,0,0,0,0,45,2734,952,914,0,0
26751,1026,1,1,5,0,3,1,1,0,2,0,0,0,0,0,46,2197,10,9,0,0
81300,1017,1004,12,145,32,12,36,10,3,5,0,0,0,1,0,57,2766,1205,1169,1,1
70337,1075,187,81,149,25,43,91,2,2,12,0,0,0,0,0,41,2337,485,394,0,0
36145,1013,56,4,76,17,1,18,4,1,3,1,0,0,0,0,35,2537,154,136,1,1
65295,1019,365,32,117,34,110,6,3,3,13,0,0,0,0,0,40,2347,658,652,0,0
68118,1051,595,23,123,10,23,154,8,9,4,0,0,0,0,0,57,2413,774,620,0,0
68743,1081,1132,134,384,175,134,115,11,5,13,0,0,0,0,0,53,2827,1959,1844,0,0
41039,1032,34,11,137,179,61,45,8,1,5,0,0,0,0,0,38,2498,422,377,0,0
38946,1084,116,6,82,6,6,41,3,1,6,0,0,0,0,0,65,2407,216,175,0,0
65777,1087,565,32,435,28,32,54,2,8,6,0,0,0,0,0,53,2351,1092,1038,0,0
66476,1099,372,18,126,47,48,78,5,2,11,0,0,0,0,0,44,2638,611,533,0,0
86857,1096,899,102,838,133,102,40,5,6,10,0,0,0,0,0,48,2814,2074,2034,0,1
77845,1040,760,40,480,0,40,26,3,5,12,0,0,1,1,0,31,2203,1320,1294,2,0
69476,1003,260,86,559,63,9,67,4,6,4,0,0,0,0,0,51,2431,977,910,0,0
50611,1098,459,0,24,6,0,4,4,5,7,0,1,0,0,0,60,2792,489,485,1,1
61209,1073,466,0,224,119,49,99,5,3,4,0,0,0,0,0,50,2467,858,759,0,0
42315,1090,67,15,80,17,11,80,1,4,4,0,0,0,0,0,62,2511,190,110,0,0
13084,1029,2,0,7,3,7,10,1,0,3,0,0,0,0,0,68,2398,19,9,0,0
47570,1003,67,1,20,0,2,31,2,2,2,0,0,0,0,0,71,2555,90,59,0,1
61923,1094,92,4,18,3,3,6,2,1,4,0,0,0,0,0,59,2497,120,114,0,0
34824,1065,4,2,11,2,0,4,1,0,2,0,0,0,0,0,25,2254,19,15,0,0
26518,1033,20,1,28,3,3,2,2,0,3,0,0,0,0,0,71,2606,55,53,0,1
45938,1046,273,11,178,62,83,29,8,4,6,0,0,0,0,0,59,2397,607,578,0,0
78468,1029,434,22,388,104,22,34,10,7,10,0,0,0,1,0,60,2240,970,936,1,0
78901,1099,321,11,309,33,26,34,9,3,5,0,0,0,0,0,47,2444,700,666,0,0
71427,1026,212,123,177,15,64,23,8,2,8,0,0,0,0,0,42,2268,591,568,0,0
71022,1030,909,12,278,0,12,242,5,2,11,1,0,0,0,0,42,2297,1211,969,1,0
90247,1027,1184,32,352,21,16,16,3,4,7,0,1,1,1,0,32,2220,1605,1589,3,1
41335,1024,112,19,21,16,14,5,4,1,4,0,0,0,0,0,52,2344,182,177,0,0
71952,1093,656,80,455,52,107,93,8,4,8,1,0,1,0,0,34,2694,1350,1257,2,0
35682,1034,23,0,8,6,2,18,1,1,3,0,0,0,0,0,50,2161,39,21,0,0
43185,1088,537,6,42,16,6,30,9,3,6,0,0,0,0,0,69,2604,607,577,0,0
66375,1096,712,0,45,0,0,191,2,4,5,1,0,0,0,0,72,2379,757,566,1,0
35178,1010,23,1,13,2,2,18,1,1,2,1,0,0,0,0,49,2694,41,23,1,1
25252,1026,1,3,4,2,2,6,1,0,2,0,0,0,0,0,34,2511,12,6,0,0
55250,1049,664,58,83,32,0,66,7,5,10,0,0,0,0,0,55,2775,837,771,0,0
33249,1011,6,10,21,19,14,42,2,1,3,0,0,0,0,0,45,2653,70,28,0,0
58398,1044,299,5,201,21,21,49,5,4,8,0,0,0,0,0,67,2570,547,498,0,0
50272,1075,99,13,66,43,8,4,4,1,5,0,0,0,0,0,38,2485,229,225,0,0
76618,1064,749,40,294,121,160,147,3,2,5,0,0,0,0,0,45,2728,1364,1217,0,0
87305,1019,345,25,501,63,138,80,5,3,8,0,0,1,0,0,60,2803,1072,992,1,1
25851,1045,9,4,18,7,5,5,2,0,3,0,0,0,0,0,42,2662,43,38,0,0
58710,1077,440,81,368,0,122,174,11,5,9,0,0,0,0,0,50,2614,1011,837,0,0
45160,1009,8,2,5,3,0,3,1,0,2,0,0,0,0,0,62,2251,18,15,0,0
74806,1001,670,9,249,0,28,9,5,4,5,0,0,0,0,0,55,2716,956,947,0,0
59111,1090,524,0,134,28,28,155,11,1,8,0,0,0,0,0,66,2582,714,559,0,0
18988,1043,6,0,6,2,1,1,1,0,3,0,0,0,0,0,36,2196,15,14,0,0
72190,1079,597,166,597,172,166,249,5,6,4,0,0,0,0,0,55,2660,1698,1449,0,0
7500,1019,7,0,12,13,7,32,4,1,2,1,0,0,0,0,44,2856,39,7,1,1
44794,1099,54,0,7,0,0,4,2,0,3,0,0,0,0,0,54,2180,61,57,0,0
80395,1062,445,25,706,80,76,48,6,5,12,0,0,0,1,0,65,2377,1332,1284,1,0
75012,1041,294,142,218,164,58,151,3,8,11,0,0,0,0,0,44,2314,876,725,0,0
56962,1060,292,3,77,10,3,26,6,3,5,0,0,0,0,0,55,2420,385,359,0,0
89891,1017,412,22,132,59,28,183,11,6,8,0,0,1,0,0,29,2599,653,470,1,0
35946,1024,8,0,3,0,0,0,0,0,3,0,0,0,0,0,71,2434,11,11,0,0
53593,1060,349,4,78,6,0,43,7,2,6,0,0,0,0,0,67,2850,437,394,0,0
66373,1057,328,9,124,12,24,109,4,2,10,0,0,0,0,0,42,2541,497,388,0,0
45072,1074,144,2,99,7,2,30,6,1,4,0,0,0,0,0,72,2415,254,224,0,0
89694,1022,1126,28,211,37,28,42,4,3,4,0,1,1,1,0,47,2422,1430,1388,3,0
72025,1046,967,0,617,43,50,0,4,8,13,0,1,1,1,0,71,2220,1677,1677,3,1
67432,1069,432,79,341,177,136,170,8,5,4,0,0,0,0,0,47,2616,1165,995,0,0
70545,1029,138,39,63,55,18,21,4,1,7,0,0,0,0,0,68,2185,313,292,0,0
17487,1037,0,0,1,7,4,6,1,0,2,0,0,0,0,0,31,2627,12,6,0,0
62882,1026,509,133,497,78,24,97,7,5,6,0,0,0,0,0,51,2848,1241,1144,0,0
64108,1008,948,10,86,13,21,21,6,9,11,0,0,0,0,0,67,2622,1078,1057,0,0
34941,1026,39,2,25,4,3,24,3,0,3,0,0,0,0,0,64,2639,73,49,0,0
48767,1079,28,1,21,3,0,10,2,1,3,0,0,0,0,0,70,2338,53,43,0,0
38702,1071,13,11,24,13,8,40,3,0,4,0,0,0,0,0,42,2491,69,29,0,0
82224,1083,307,26,360,138,31,40,6,9,5,0,0,0,1,0,56,2314,862,822,1,0
83844,1057,901,31,345,75,31,191,4,4,11,0,0,1,0,0,68,2572,1383,1192,1,0
17003,1037,2,5,12,4,8,7,2,0,4,0,0,0,0,0,45,2361,31,24,0,0
71163,1030,283,17,372,138,106,44,3,8,12,0,0,0,0,0,25,2271,916,872,0,0
33697,1034,4,3,7,0,3,11,1,0,2,1,0,0,0,0,50,2446,17,6,1,0
63564,1000,769,80,252,15,34,65,10,10,7,1,0,0,0,0,66,2310,1150,1085,1,1
83443,1089,518,42,742,55,56,84,6,10,5,0,0,0,0,0,48,2339,1413,1329,0,0
51518,1092,350,8,66,17,4,4,3,2,10,0,0,0,0,0,62,2428,445,441,0,0
58330,1087,445,53,213,104,98,151,6,4,13,0,0,0,0,0,45,2345,913,762,0,0
80952,1020,778,178,689,41,27,44,8,5,11,0,1,1,1,0,51,2645,1713,1669,3,1
75507,1056,709,93,374,104,80,80,8,6,6,0,0,0,0,0,41,2217,1360,1280,0,0
63855,1028,359,35,314,93,116,89,7,3,13,0,0,0,0,0,42,2664,917,828,0,0
62220,1055,799,12,375,16,12,12,7,6,5,0,0,0,0,0,48,2846,1214,1202,0,1
58512,1025,895,10,101,13,0,152,3,4,8,0,0,0,0,0,56,2442,1019,867,0,0
40662,1000,40,2,23,0,4,23,2,1,3,0,0,0,0,0,41,2630,69,46,0,0
38829,1086,76,0,7,0,0,16,3,2,2,0,0,0,0,0,61,2243,83,67,0,0
35523,1008,11,5,22,12,5,11,3,0,3,0,0,0,0,0,39,2428,55,44,0,0
79146,1033,245,16,223,21,43,16,8,1,8,0,0,0,0,0,53,2225,548,532,0,0
78285,1013,647,107,391,175,67,40,6,4,10,0,0,0,0,0,32,2403,1387,1347,0,0
31626,1012,39,1,9,2,1,34,2,1,2,1,0,0,0,0,42,2574,52,18,1,1
75127,1092,203,35,305,46,17,227,2,11,5,0,0,0,0,0,68,2197,606,379,0,0
48726,1090,138,3,38,4,0,59,3,2,4,0,0,0,0,0,65,2587,183,124,0,0
74985,1008,587,51,898,247,0,86,3,6,7,0,0,0,0,0,43,2815,1783,1697,0,0
67430,1006,595,97,291,127,133,121,11,5,12,0,0,0,0,0,33,2821,1243,1122,0,0
46891,1091,43,12,23,29,15,61,2,1,4,0,0,0,0,0,55,2460,122,61,0,0
62058,1052,301,7,74,10,0,58,6,1,7,0,0,0,0,0,64,2558,392,334,0,0
72063,1003,180,32,348,76,32,90,5,2,12,0,0,0,0,0,41,2520,668,578,0,0
78939,1057,794,115,243,150,0,205,8,5,6,0,0,0,0,0,69,2358,1302,1097,0,0
42720,1009,392,5,91,28,26,112,7,3,7,0,0,0,0,0,55,2590,542,430,0,1
33622,1022,39,1,22,3,4,12,2,0,4,0,0,0,0,0,48,2601,69,57,0,0
6835,1076,107,2,12,2,2,12,0,0,1,0,0,0,0,0,63,2727,125,113,0,0
41452,1086,13,0,3,0,0,0,1,0,2,0,0,0,0,0,67,2639,16,16,0,0
40760,1064,70,0,17,0,0,6,2,1,3,0,0,0,0,0,55,2462,87,81,0,0
74250,1090,680,11,392,75,0,0,2,11,4,0,0,0,0,0,62,2313,1158,1158,0,0
51124,1079,26,1,11,0,1,4,1,0,3,0,0,0,0,0,65,2352,39,35,0,0
72258,1028,522,0,522,227,120,134,6,9,5,0,0,0,0,0,49,2449,1391,1257,0,0
71466,1086,412,12,546,78,182,0,4,4,10,0,0,0,0,0,46,2244,1230,1230,0,0
36283,1042,6,5,5,8,0,5,1,0,3,0,0,0,0,0,44,2235,24,19,0,0
20587,1039,2,3,6,4,1,9,1,1,2,0,0,0,0,0,50,2208,16,7,0,0
30467,1008,1,3,8,2,5,5,1,0,2,0,0,0,0,0,48,2261,19,14,0,0
31590,1040,6,2,15,6,6,3,1,0,3,0,0,0,0,0,48,2535,35,32,0,0
20425,1005,4,12,5,3,16,17,2,0,3,0,0,0,0,0,34,2767,40,23,0,0
17144,1096,18,2,19,0,2,6,3,0,4,0,0,0,0,0,60,2293,41,35,0,0
42564,1028,324,48,186,39,18,198,6,8,4,1,0,0,0,0,52,2702,615,417,1,1
43783,1022,327,9,125,25,4,139,7,1,8,1,0,0,0,0,42,2190,490,351,1,0
40780,1030,229,27,71,13,3,34,7,1,5,0,0,0,0,0,44,2818,343,309,0,0
62847,1045,521,168,706,80,76,61,3,6,4,0,0,0,0,0,75,2689,1551,1490,0,0
82017,1058,184,23,446,30,23,23,5,4,7,0,1,1,1,0,63,2758,706,683,3,1
16813,1049,4,8,11,12,2,13,2,0,3,1,0,0,0,0,70,2504,37,24,1,0
51267,1037,183,2,64,7,2,12,3,3,5,0,0,0,0,0,42,2402,258,246,0,0
46524,1070,31,19,35,26,14,52,1,1,5,0,0,0,0,0,59,2609,125,73,0,0
45183,1033,219,3,60,12,9,12,4,1,7,0,1,0,0,0,58,2684,303,291,1,0
70421,1098,479,28,136,75,14,35,10,3,7,0,0,0,0,0,66,2160,732,697,0,0
60161,1017,584,44,212,46,8,177,11,4,8,0,0,0,0,0,55,2773,894,717,0,0
73926,1054,627,91,597,159,91,15,6,5,12,0,0,0,0,0,47,2643,1565,1550,0,0
19329,1039,24,1,16,12,2,5,4,0,3,0,0,0,0,0,52,2356,55,50,0,0
61872,1081,330,5,159,36,27,16,4,4,9,0,0,0,0,0,50,2357,557,541,0,0
46984,1071,19,1,10,2,1,8,1,0,3,0,0,0,0,0,64,2619,33,25,0,0
34838,1062,28,23,29,29,14,47,2,1,4,0,0,0,0,0,69,2685,123,76,0,0
82716,1008,606,148,228,15,148,22,6,8,13,0,0,0,0,0,76,2395,1145,1123,0,0
48192,1076,1039,43,204,153,58,29,2,8,12,0,1,0,1,1,62,2608,1497,1468,3,1
49681,1066,411,0,26,0,0,21,7,1,7,0,0,0,0,0,44,2396,437,416,0,0
56850,1083,34,1,19,2,7,0,1,1,3,0,0,0,0,0,49,2257,63,63,0,0
55267,1028,161,28,136,32,3,45,3,4,6,0,0,0,0,0,63,2410,360,315,0,0
59666,1087,623,53,178,23,17,133,3,2,8,0,1,0,0,0,48,2623,894,761,1,0
72504,1043,604,26,470,123,161,94,5,9,6,0,0,0,0,0,48,2608,1384,1290,0,0
26872,1000,3,10,8,3,16,32,1,1,2,0,0,0,0,0,39,2415,40,8,0,0
21359,1001,12,2,17,6,1,10,2,0,3,0,0,0,0,0,48,2594,38,28,0,1
73170,1001,184,174,256,50,30,32,5,4,6,0,0,0,0,0,45,2188,694,662,0,0
52750,1072,393,0,239,90,69,69,5,7,9,0,0,0,0,0,65,2669,791,722,0,0
91820,1072,410,73,747,76,161,30,5,5,12,0,0,0,0,0,34,2377,1467,1437,0,0
65968,1012,376,9,83,19,4,4,5,4,7,0,0,0,0,0,50,2207,491,487,0,0
30772,1089,7,2,4,2,1,4,1,0,2,0,0,0,0,0,44,2268,16,12,0,0
22507,1067,68,0,226,51,157,68,10,2,4,0,0,0,0,0,66,2741,502,434,0,0
65685,1054,642,14,49,0,7,57,9,2,9,0,0,0,0,0,48,2251,712,655,0,0
25804,1034,8,7,9,13,6,12,2,0,3,0,0,0,0,0,42,2460,43,31,0,0
76412,1015,840,53,804,23,71,17,5,4,8,0,0,1,1,0,40,2579,1791,1774,2,1
22063,1043,7,10,13,3,11,11,2,0,3,0,0,0,0,0,48,2484,44,33,0,0
57091,1000,464,5,64,7,0,37,7,3,7,0,0,0,0,1,59,2173,540,503,1,1
22419,1074,30,3,47,19,21,42,3,2,2,0,0,0,0,0,57,2596,120,78,0,0
87771,1061,1492,38,287,50,57,33,5,10,4,0,1,1,1,1,61,2562,1924,1891,4,1
78353,1051,752,122,476,39,153,34,10,2,11,0,0,0,0,0,61,2598,1542,1508,0,0
93404,1097,1279,15,287,20,0,15,3,4,7,0,1,1,0,0,66,2577,1601,1586,2,0
37859,1075,22,1,8,2,1,2,1,0,3,0,0,0,0,0,58,2692,34,32,0,0
80995,1083,860,28,409,73,56,56,8,9,4,0,0,0,0,0,62,2573,1426,1370,0,0
16529,1023,3,0,5,13,0,1,1,0,3,0,0,0,0,0,36,2279,21,20,0,0
55412,1065,10,5,28,11,1,8,2,0,3,0,0,0,0,0,44,2378,55,47,0,0
48789,1094,351,16,156,7,5,145,6,4,7,0,0,0,0,0,28,2816,535,390,0,0
56575,1042,421,5,90,0,16,10,7,3,7,0,0,0,0,0,53,2579,532,522,0,0
25130,1010,2,5,7,0,18,18,2,0,3,0,0,0,0,0,40,2429,32,14,0,0
35441,1094,25,1,9,2,1,1,1,0,3,0,0,0,0,0,53,2659,38,37,0,0
71391,1050,336,123,274,46,123,141,6,5,12,0,0,0,0,0,64,2616,902,761,0,0
49494,1046,191,9,97,0,6,82,6,1,5,0,0,0,0,0,48,2589,303,221,0,0
81702,1098,563,50,774,28,31,187,7,7,12,0,0,0,0,0,40,2803,1446,1259,0,0
45889,1042,31,0,6,0,1,8,1,0,3,0,0,0,0,0,40,2521,38,30,0,0
56628,1030,479,5,82,7,17,171,7,6,5,1,0,0,0,0,43,2259,590,419,1,0
34026,1011,18,6,15,12,8,17,2,1,3,0,0,0,0,0,70,2487,59,42,0,0
40049,1061,91,65,52,10,44,28,3,2,6,0,0,0,0,0,46,2736,262,234,0,0
34176,1012,5,7,24,19,14,20,3,0,4,0,0,0,0,0,32,2207,69,49,0,0
19419,1076,2,14,28,16,3,7,4,0,3,0,0,0,0,0,39,2755,63,56,0,0
82504,1002,362,50,431,134,35,54,3,6,7,0,0,0,0,0,60,2496,1012,958,0,0
81205,1043,724,74,929,97,55,130,5,6,7,1,0,1,0,1,50,2326,1879,1749,3,1
61618,1027,605,91,399,0,45,205,3,6,8,0,0,0,0,0,29,2797,1140,935,0,0
55284,1060,547,7,140,0,7,63,7,5,8,0,0,0,0,0,64,2711,701,638,0,0
49980,1079,104,1,54,13,9,14,3,1,5,0,0,0,0,0,57,2408,181,167,0,0
15072,1096,8,2,15,0,10,18,3,1,3,0,0,0,0,0,40,2574,35,17,0,0
49166,1017,224,2,25,7,0,110,5,3,3,0,0,0,0,0,46,2540,258,148,0,0
65324,1000,384,0,102,21,32,5,6,2,9,0,0,0,0,0,66,2328,539,534,0,0
82347,1038,556,54,845,202,133,63,7,7,10,1,0,0,1,0,63,2759,1790,1727,2,0
30843,1043,24,0,2,0,0,9,1,1,2,1,0,0,0,0,54,2193,26,17,1,0
46374,1001,408,0,21,0,0,17,7,1,7,0,1,0,1,0,46,2263,429,412,2,1
60474,1025,265,199,303,234,9,170,10,2,12,0,0,0,0,0,41,2613,1010,840,0,0
38576,1002,34,0,7,0,0,0,1,0,3,0,0,0,0,0,47,2276,41,41,0,0
55357,1066,374,64,116,84,25,64,6,2,11,0,0,0,0,0,35,2654,663,599,0,0
37758,1049,27,2,10,0,0,1,1,0,3,0,0,0,0,0,54,2792,39,38,0,0
85710,1005,600,20,350,29,30,33,6,9,10,0,0,1,0,0,31,2579,1029,996,1,0
23228,1071,13,2,18,6,1,0,2,0,3,0,0,0,0,0,51,2313,40,40,0,0
44602,1035,167,2,89,0,0,34,6,1,4,0,0,0,0,0,51,2293,258,224,0,0
7500,1094,0,2,3,4,1,5,0,0,3,0,0,0,0,0,33,2695,10,5,0,0
38683,1080,46,35,69,84,41,66,4,1,6,0,0,0,0,0,31,2792,275,209,0,0
49514,1061,88,39,78,58,13,93,6,1,4,0,0,0,0,0,45,2353,276,183,0,0
57906,1029,243,11,119,10,3,15,4,2,8,0,0,0,0,0,47,2542,386,371,0,0
43456,1000,275,11,68,25,7,7,5,1,8,0,0,0,0,0,54,2619,386,379,0,0
19485,1080,6,0,4,0,0,0,1,0,2,0,0,0,0,0,34,2437,10,10,0,0
53172,1054,121,62,90,68,20,125,2,3,8,0,0,0,0,0,42,2578,361,236,0,0
30545,1071,4,12,15,19,7,12,2,0,3,0,0,0,0,0,41,2779,57,45,0,0
70123,1027,1308,0,396,23,0,0,5,7,4,0,1,0,0,1,37,2433,1727,1727,2,0
62450,1061,515,47,267,62,66,38,5,5,4,0,1,0,0,0,61,2333,957,919,1,0
21675,1055,4,0,16,17,4,4,4,0,3,0,0,0,0,0,44,2177,41,37,0,0
42395,1035,48,13,57,24,15,25,3,1,4,0,0,0,0,0,39,2245,157,132,0,0
61346,1034,562,58,168,43,16,142,5,7,10,0,0,0,0,0,42,2425,847,705,0,0
80812,1095,769,22,500,210,143,33,4,8,5,1,0,1,1,0,67,2444,1644,1611,3,0
42835,1064,379,4,93,12,9,98,6,6,4,0,0,0,0,0,49,2523,497,399,0,0
39922,1030,29,12,59,19,1,36,3,0,4,0,0,0,0,0,37,2659,120,84,0,0
86424,1012,387,68,569,89,45,68,6,9,12,0,0,0,0,0,64,2244,1158,1090,0,0
17117,1096,12,23,38,30,18,7,3,1,3,0,0,0,0,0,42,2687,121,114,0,0
24762,1016,6,10,12,3,15,40,3,1,2,1,0,0,0,0,48,2298,46,6,1,1
35797,1016,27,1,14,4,1,21,2,0,3,0,0,0,0,0,45,2780,47,26,0,0
36627,1078,9,1,5,0,0,1,0,0,3,0,0,0,0,0,45,2500,15,14,0,0
51111,1083,22,0,19,6,5,3,2,0,3,0,0,0,0,0,39,2169,52,49,0,0
86857,1096,899,102,838,133,102,40,5,6,10,0,0,0,0,0,48,2814,2074,2034,0,1
82072,1067,889,55,685,168,92,129,3,2,13,0,0,0,0,0,50,2521,1889,1760,0,0
46231,1087,189,2,55,0,5,12,6,1,4,0,0,0,0,0,67,2739,251,239,0,0
42243,1034,48,0,2,0,0,5,2,0,3,0,0,0,0,0,61,2359,50,45,0,0
51195,1046,230,14,156,82,24,58,9,2,5,0,0,0,0,0,58,2613,506,448,0,0
